,LICENSENO,BUSINESSNAME,DBANAME,COMMENTS,LOCATIONCOMMENTS,ISSDTTM,EXPDTTM,LICSTATUS,LICCAT,LICCATDESC,OPENING,CLOSING,PATRONSOUT,CAPACITY,PRIMAPPLICANT,PHONE,STNO,STNOHI,Address,CITY,STATE,ZIP,Location,Lat,Long
342,LB-98922,"V-LOUNGE, INC.",SPLASH,1. OPEN 24 HOURS FOR SERVICE OF FOOD ONLY. 2. ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS FROM: 11AM TO NOON. 3. OPEN ON SUNDAYS AT 8:00 A.M. FOR FOOD ONLY. 4. AFTER 2:00 A.M. SERVICE OF FOODS ONLY. ROOF DECK CONDITIONS: 1.) SERVICE BAR ONLY WITH WAITRESS STATION 2.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD 3.) ROOF SKYLIGHT MUST BE INACESSIBLE TO PATRONS 4.) 11:00 P.M. CLOSING SUNDAY - THURSDAY 1:00 A.M. CLOSING FRIDAY  SATURDAY AND NIGHTS BEFORE 3 HOLIDAYS: MEMORIAL DAY  4TH OF JULY  LABOR DAY. 5.) TO BE STAFFED AT ALL TIMES.,TWO ROOMS FIRST FLOOR; KITCHEN AND STORAGE IN THE BASEMENT; ENTRANCE AND EXIT ON KNEELAND STREET; EXIT TO REAR TO  ALLEY; ONE ROOM ON THE 2ND FLOOR AND TO INCLUDE A SEASONAL ROOF DECK PATIO FOR 100 PATRONS  FROM APRIL - NOVEMBER FROM 10:00 A.M. - 11:00 P.M.  CAPACITY BREAKDOWN: 1st FL - 210; 2nd FL,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,0,24 HOURS,2:30 AM,250,"V-LOUNGE, INC.",,150.0,158.0,  Kneeland ST,Boston,MA,2111,"['42.349977', '-71.05817']",42.349977,-71.05817
343,LB-99183,"PIER FIVE SERVICES, INC.",WORLD TRADE CENTER,"To include: ""on the second floor"" ""The Head House""  ""The Boulevard"" and the ""Harborview Ballroom Deck.""",170 Northern Ave.;all rooms with seat. cap. as set forth on fl. plans heretofore submitted; 1st.fl.-Exhibition Rm. all Conference Center rms(incl. meeting rm) Lower Auditorium all Lobby areas Ball Rm &all stockrooms;Mezz. fl.-Auditorium all Conference Center Rms meeting rms  All Lobby areas  designa,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,13163,"PIER FIVE SERVICES, INC.",,200.0,,  Seaport BL,Boston,MA,2210,"['42.35001', '-71.04099']",42.35001,-71.04099
344,LB-101570,"LIQUID ART BOSTON, LLC",LIQUID ART HOUSE,11:30 P.M. closing Sunday-Wednesday; 12:30 A.M. closing on Thursday  Friday and Saturday.,On the first floor  in three rooms: Main dining room  additional dining area with full-service bar and supplemental private dining area.  Kitchen and storage located in rear; bathrooms  office and additional storage located in basement.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,11:30 PM,12:00 AM,220,Liquid Art Boston L L C,,100.0,,  Arlington ST,Boston,MA,2116,"['42.35002', '-71.0695']",42.35002,-71.0695
345,LB-101640,COURTYARD MANAGEMENT CORPORATION,Courtyard Boston Downtown,NONE,In whole of said building - deleting 279 Tremont Street; also deleting entire third floor ballroom  kitchen and storage room and fourth floor balcony areas  the seperate (non-lobby) entrance from Tremont Street. Exit and emergency exits from the third and fourth floor areas of the building.  2 rooms,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,,2:00 AM,,0,COURTYARD MANAGEMENT CORPORATION,,275.0,,  Tremont ST,Boston,MA,2116,"['42.350032', '-71.065531']",42.350032,-71.065531
346,LB-101662,CHARLESMARK HOTEL LLC,CHARLESMARK HOTEL,1.) PATIO TO CLOSE AT 11:00 P.M.  2.) ALCOHOL SERVED ONLY IN CONJUNCTION WITH FOOD ON THE PATIO.  3.) NO-ONE ADMITTED AFTER MIDNIGHT OTHER THAN REGISTERED GUESTS  OF THE HOTEL.  4.) BOARD TO BE NOTIFIED OF ANY ENTERTAINMENT LICENSE REQUEST.,In whole said building including adjacent restaurant space.  Hotel first floor dining (+/-2 312 SF) with seating for 90 persons and outdoor patio with seating for 30 persons. Hotel restaurant first floor (+/-1 343 SF) with seating for 100 persons and outdoor patio for 28 persons. Outdoor patio locat,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,,2:00 AM,,0,CHARLESMARK HOTEL LLC,,655.0,,  Boylston ST,Boston,MA,2116,"['42.35004', '-71.07857']",42.35004,-71.07857
347,LB-99424,"CONGRESS FINE DINING, LLC",LUCKY'S,NONE,UNNUMBERED SIDE ENTRANCE  ON A STREET  REAR ROOM FOR STOCK; ON SECOND FLOOR; IN ONE ROOM; ENTRANCE/EXIT ON CONGRESS ST. AND A ST. ENTRANCE/EXIT ON PRIVATE WAY IN REAR FOR DELIVERIES. NO MORE THAN 85 STANDING.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,240,"CONGRESS FINE DINING, LLC",,355.0,359.0,  Congress ST,Boston,MA,2127,"['42.350051', '-71.04848']",42.350051,-71.04848
348,LB-99843,"LIBELLULA, LLC",ERBALUCE,(1) LIBELLULA  LLC AGREES TO CONDITIONS ON FORMER LICENSEE'S LICENSE AS AGREED UPON WITH BAY VILLAGE NEIGHBORHOOD ASSOCIATION SHALL REMAIN; AGREEMENT DATED 6/26/07 HEREBY INCORPORATED BY REFERENCE. (2) CLOSING HOUR FRIDAYS AND SATURDAYS IS 12:00 AM.,TWO ROOMS AND KITCHEN ON FIRST FLOOR; FOUR ROOMS ON SECOND FLOOR; BASEMENT FOR STOCK.  Capacity breakdown: 1st fl - 95; 2nd fl - 90.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWLR,CV7 Malt Wine Liq. Restrict.,,11:00 PM,11:30 PM,185,"LIBELLULA, LLC",,69.0,,  Church ST,Boston,MA,2116,"['42.35015', '-71.06839']",42.35015,-71.06839
349,LB-99674,"TURNAROUND SUSHI, INC.",CRAVE MAD FOR CHICKEN,NONE,In one (1) room on first floor with kitchen and storage in rear main entrance on Kneeland Street  second entrance/exit on Tyler Street and emergency exit to Tyler Street.  Pursuant to the authority contained in Chapter 481 of the Acts of 1994.,12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,1:00 AM,1:30 AM,108,"TURNAROUND SUSHI, INC.",,75.0,,  Kneeland ST,Boston,MA,2111,"['42.350178', '-71.06061']",42.350178,-71.06061
350,LB-99012,ALLSTON VENTURE FIVE INC.,THE SURF,NONE,Two rooms and kitchen first floor and two rooms in basement  (one for patrons and one for stock).,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,151,ALLSTON VENTURE FIVE INC.,,1249.0,,  Commonwealth AV,Allston,MA,2134,"['42.35021', '-71.13215']",42.35021,-71.13215
351,LB-99802,NEW TIMES GROUP CORPORATION,Chef Chang's on Back Bay,1.) NO BAR 2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH FOOD.,40 SEAT RESTAURANT WITH KITCHEN AND STORAGE IN THE REAR.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,1:00 AM,1:30 AM,40,NEW TIMES GROUP CORPORATION,,30.0,,  Massachusetts AV,Boston,MA,2115,"['42.35037', '-71.08902']",42.35037,-71.08902
352,LB-99654,TRIPLE EIGHT MANAGEMENT CORP.,GOLDEN LEAF,NONE,IN TWO DINING ROOMS AND LOUNGE AREA ON THE FIRST FLOOR; SECOND FLOOR CONSISTING OF THREE FUNCTION ROOMS AND ONE DINING ROOM; THIRD FLOOR CONSISTING OF ONE DINING ROOM AND KITCHEN; BASEMENT CONSISTING OF KITCHEN  PREP AREA AND STORAGE.  Capacity breakdown: 1st FL - 156  2nd FL - 144.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,2:00 AM,2:30 AM,300,TRIPLE EIGHT MANAGEMENT CORP.,,20.0,, Hudson St,Boston,MA,2111,"['42.350406', '-71.059976']",42.350406,-71.059976
353,LB-99119,"REBECCA'S CAFÉ, INC.",EAST MEETS WEST,10:00 A.M. OPENING ON SUNDAYS FOR ALCOHOL SERVICE WITH BRUNCH.,THREE LEVELS  FIRST FLOOR CONSISTS OF A HALL FOR FUNCTIONS  A KITCHEN AND MEETING ROOMS ALONG PERIMETER OF BUILDING ARE ON FLOORS TWO AND THREE  STORAGE IN THE REAR. CAPACITY BREAKDOWN: 1ST FL - 200; 2ND FL - 100; 3RD FL - 100.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,400,"REBECCA'S CAFÉ, INC.",,212.0,, Northern Av,Boston,MA,2210,"['42.350415', '-71.038224']",42.350415,-71.038224
354,LB-99235,"CITY TAP HOUSE FORT POINT, LLC",CITY TAP HOUSE,NONE,10 BOSTON WHARF ROAD; BOSTON  MA 02210-On first floor of a six (6) story building. Indoor dining including Dining Area (+/- 2 029 SF) with seating for one hundred twenty eight (128); PDR (+/- 514 SF) with seating for twenty four (24); Bar Dining (+/- 936 SF) with seating for twenty four (24); Bar ar,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,0,"CITY TAP HOUSE FORT POINT, LLC",,22.0,,  Boston Wharf RD,Boston,MA,2210,"['42.35045', '-71.046974']",42.35045,-71.046974
355,LB-99392,E. R. ENTERPRISES,SAVVOR Restaurant & Lounge,LICENSING BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE PREMISES.,IN ONE LARGE ROOM  KITCHEN AND STORAGE ON THE FIRST FLOOR  TWO ENTRANCES AND EXITS ON LINCOLN STREET BACK EXIT TO UTICA STREET; BASEMENT WITH PREP AREA AND EXTRA STORAGE. 3 000 SQ. FT. OF RESTAURANT SPACE WITH BASEMENT STORAGE.  THE RETAIL SPACE IS ON THE 1ST FLR OF 174-180 LINCOLN ST.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,185,E. R. ENTERPRISES LLC,,174.0,180.0,  Lincoln ST,Boston,MA,2111,"['42.350585', '-71.058431']",42.350585,-71.058431
356,LB-98904,Bobby Charlton LLC,Crossroad Irish Pub,Persons-Total: 98 Persons-1st. floor  98 Persons-mezzanine. 185 Persons-Total;(With Entertainment),Two rooms and kitchen first floor; One room second floor; Basement for stock.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,196,BOBBY CHARLTON LLC,,495.0,,  Beacon ST,Boston,MA,2115,"['42.350586', '-71.08976']",42.350586,-71.08976
357,LB-99317,"TAVERN ROAD, INC.",TAVERN ROAD,,ON GROUND LEVEL IN TWO ROOMS; KITCHEN  BAR  TWO SEATING AREAS  RESTROOMS  OFFICE  AND STORAGE. (180 PERSONS TOTAL: 120 PERSONS SEATED; 60 PERSONS STANDING),11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,180,"TAVERN ROAD, INC.",,343.0,,  Congress ST,Boston,MA,2210,"['42.35059', '-71.04938']",42.35059,-71.04938
358,LB-99366,"BBRG NEWBURY TR, LLC",JOE'S AMERICAN BAR & GRILL,1.) ALCOHOL TO BE SERVED AT TABLES ONLY WITH FOOD.  2.) AGREEMENT WITH NEIGHBORHOOD ASSOCIATION OF BACK BAY INCORPORATED BY REFERENCE. 3.) 10:00 A.M. SERVICE OF ALCOHOL WITH BRUNCH ON SUNDAYS.,IN TWO DINING ROOMS AND CAFE WITH BAR AND SEATING IN GREENHOUSE; KITCHEN AND STORAGE IN REAR.  CAPACITY BREAKDOWN: 215 SEATED  45 STANDING.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,260,"BBRG NEWBURY TR, LLC",,26.0,,  Exeter ST,Boston,MA,2116,"['42.35061', '-71.07967']",42.35061,-71.07967
359,LB-99565,"NEW HOUSE OF TOY, INC.",GINZA,1. 2:00 A.M. CLOSING for the service of Malt and Wine. 2.  4:00 A.M. CLOSING for the service of FOOD ONLY.,In two rooms on the first floor with a kitchen in rear; basement for stock.,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,2:00 AM,2:30 AM,110,"NEW HOUSE OF TOY, INC.",,14.0,16.0, Hudson St,Boston,MA,2111,"['42.350621', '-71.059908']",42.350621,-71.059908
360,LB-99864,"HONG ZE RESTAURANT, INC.",,NONE,IN ONE ROOM ON THE FIRST FLOOR USED FOR DINING; KITCHEN AND STORAGE IN THE BASEMENT.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWR,CV7 Malt Wine Restrict.,,2:00 AM,2:30 AM,106,"HONG ZE RESTAURANT, INC.",,19.0,,  Hudson ST,Boston,MA,2111,"['42.35063', '-71.06027']",42.35063,-71.06027
361,LB-98932,"CANTONA, INC.",GLOBE,Refer to document 45L for conditions  1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,In one room with kitchen on first floor; Function room on Mezzanine; Storage and kitchen preparation in basement with a front outside patio seating for 28 persons.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,122,"CANTONA, INC.",,565.0,,  Boylston ST,Boston,MA,2116,"['42.350654', '-71.076368']",42.350654,-71.076368
362,LB-99337,"75 ARLINGTON STREET, INC.",DAVIO'S RESTAURANT,(1) NO ALCOHOL SERVICE AFTER 12:30 A.M.  THE RESTAURANT AND BAR SHALL CEASE ALL OPERATIONS NO LATER THAN 1:00 A.M. (2) FROM AND AFTER 12:00 A.M. ALL INGRESS AND EGRESS TO THE RESTAURANT AND BAR PREMISES SHALL BE THROUGH THE ATRIUM OR OTHER INTERIOR PASSAGE OF 10 ST. JAMES STREET AND THERE SHALL BE NO INGRESS OR EGRESS DIRECTLY TO OR FROM ARLINGTON OR STUART STREETS AND THE RESTAURANT PREMISES.(3)LOBBY AREA CONDITIONS: (a) TO BE USED ONLY FOR FUNCTIONS; (b)USED WEEKDAYS ONLY AFTER 6PM; (c) MAY BE USED WITHIN LICENSE PARAMETERS DURING THE WEEKEND BUTFOR FUNCTIONS ONLY.,"4 ROOMS  KITCHEN  STORAGE ROOM ON 1ST FLOOR; EXIT/ENTRANCEONTO ARLINGTON STREET  2 EXITS/ENTRANCES INTO LOBBY OF BUILDING: ENTRANCE/EXIT FOR TAKE OUT DELIVERY AND TO INCLUDE THE ""ENTIRE EAST AND WEST LOBBIES"".",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,234,"75 ARLINGTON STREET, INC.",,75.0,,  Arlington ST,Boston,MA,2116,"['42.35068', '-71.07036']",42.35068,-71.07036
363,LB-99029,"LOLITA BOSTON, LLC",LOLITA COCINA & TEQUILA BAR,1. Entertainment must end at 1:00 A.M. 2. Doorman outside whenever people outside.  PATIO CONDITIONS: A.) 11:00 P.M. CLOSING  B.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH MEALS.  C.) PATIO TO BE STAFFED AT ALL TIMES. ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,ENTRANCE FROM LOBBY; SIDE ENTRANCE FROM ALLEY FOR STOCK; IN TWO ROOMS AND KITCHEN ON FIRST FLOOR; TWO STOCK ROOMS IN BASEMENT; AND OUTDOOR SEASONAL PATIO ON DPW LAND FROM APRIL THROUGH OCTOBER FOR 10 PATRONS.  CAPACITY: 12 @ BAR STOOLS; 146 @ TABLES & CHAIRS; 85 STANDING.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,243,"LOLITA BOSTON, LLC",,271.0,,  Dartmouth ST,Boston,MA,2116,"['42.35068', '-71.077361']",42.35068,-71.077361
364,LB-99200,"PAIGE HOSPITALITY, INC.",CURE LOUNGE,,ON ONE FLOOR IN LOWER LEVEL OF BUILDING  IN TWO ROOMS: FRONT LOUNGE/MAIN ROOM WITH MAIN BAR  OVERFLOW BAR AND LOUNGE SEATING; REAR LOUNGE WITH DEDICATED BAR AND ADDITIONAL SEATING.  KITCHEN AND STORAGE IN REAR.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,382,"PAIGE HOSPITALITY, INC.",,246.0,,  Tremont ST,Boston,MA,2116,"['42.350688', '-71.064668']",42.350688,-71.064668
365,LB-99073,ASSOCIATES AND LEISURE ACTIVITIES LLC,LIVE AT THE WILBUR,1.) SHOWS TO END BY MIDNIGHT  2.) WRITTEN APPROVAL MUST BE OBTAINED BY BOARD FOR SHOWS ENDING AFTER MIDNIGHT.,246 TREMONT STREET (UPPER LEVELS) IN WHOLE OF SAID BUILDING  EXCEPTING THEREFROM THE ROOM IN LOWER LEVEL WHICH IS THE ARIA NIGHTCLUB.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,1201,ASSOCIATES AND LEISURE ACTIVITIES LLC,,246.0,,  Tremont ST,Boston,MA,2116,"['42.350688', '-71.064668']",42.350688,-71.064668
366,LB-99684,"EFTSROT, LLC",GAGA SEAFOOD RESTAURANT,NONE,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR  AND STORAGE IN THE BASEMENT.,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,2:00 AM,2:30 AM,72,"EFTSROT, LLC",,23.0,27.0,  Tyler ST,Boston,MA,2111,"['42.350724', '-71.060979']",42.350724,-71.060979
367,LB-99010,"MONTGOMERY, INC.",GREAT SCOTT,9:00 P.M. CLOSING ON PATIO.,REAR ENTRANCE FROM ALLEY OFF HARVARD AVENUE FOR STOCK & EMERGENCY EXIT FROM BASEMENT TO YARD; IN TWO ROOMS  COCKTAIL LOUNGE  AND KITCHEN ON FIRST FLOOR  BASEMENT FOR STOCK & TO INCLUDE AN OUTSIDE PATIO ON PRIVATE PROPERTY FOR 42 PATRONS BETWEEN THE HOURS OF 11:00 A.M.- 9:00 P.M,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,240,"MONTGOMERY, INC.",,1222.0,,  Commonwealth AV,Allston,MA,2134,"['42.350727', '-71.13097']",42.350727,-71.13097
368,LB-99604,"GOURMET CHINA, INC.",,NONE,In one dining room on the first floor with kitchen and storage in the rear.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,2:00 AM,2:30 AM,48,"GOURMET CHINA, INC.",,23.0,, Tyler St,Boston,MA,2111,"['42.350769', '-71.060935']",42.350769,-71.060935
369,LB-99271,"PAGA, INC.",NICK'S/VENU,Food to be sold until at least 11:00 P.M. LICENSING BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE PREMISES.,Two front entrances & exits and one rear exit to alley  one Banquet room and second banquet room on the second floor with a fire escape; kitchen and stockroom for storage at the basement.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,420,"PAGA, INC.",,100.0,,  Warrenton ST,Boston,MA,2116,"['42.350776', '-71.066229']",42.350776,-71.066229
370,LB-99552,"OCEAN TREASURE, INC.",DOUBLE CHIN,1. 2:00 A.M. CLOSING for the service of Malt and Wine. 2. 4:00 A.M. CLOSING for the service of FOOD ONLY.,Two rooms first floor and kitchen  basement for stock.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,2:00 AM,2:30 AM,127,"OCEAN TREASURE, INC.",,84.0,86.0,  Harrison AV,Boston,MA,2111,"['42.350806', '-71.061206']",42.350806,-71.061206
371,LB-99812,"YAMATO II, INC.",YAMATO II,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) 7:00 A.M. OPENING FOR FOOD SERVICE ONLY. PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) TO BE STAFFED AT ALL TIMES 3.) 11:00 P.M. CLOSING. ALCOHOLIC BEVERAGES TO BE SERVED ON CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,IN THREE ROOMS ON BASEMENT LEVEL  AND A BAR AREA  KITCHEN AND STORAGE IN THE REAR AND TO INCLUDE A SEASONAL OUTDOOR PATIO ON THE STREET LEVEL LOCATED ON PRIVATE PROPERTY FOR 42 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.,11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,2:00 AM,2:30 AM,202,"YAMATO II, INC.",,545.0,, Boylston St,Boston,MA,2116,"['42.35081', '-71.07581']",42.35081,-71.07581
372,LB-99202,"222 BERKELEY RESTAURANT, LLC",TICO,,In one room with an outdoor cafe on the first floor; kitchen and storage room in the rear.  MANAGEMENT AGREEMENT APPROVED BY BLB AND ABCC BETWEEN 222 BERKELEY RESTAURANT LLC AND GOOD ESSEN-222 BERKELEY  LLC. CAPACITY CEVICHE BAT 7 STOOLS  MAIN BAR 15 STOOLS  TABLE & CHAIRS 175  OUTSIDE COURTYARD 56,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,253,"222 BERKELEY RESTAURANT, LLC",,222.0,,  Berkeley ST,Boston,MA,2116,"['42.35084', '-71.07311']",42.35084,-71.07311
373,LB-99620,"ZEN INTERNATIONAL, INC.",SHABU-ZEN,NONE,@ 14-16 TYLER STREET: IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,2:00 AM,2:30 AM,93,"ZEN INTERNATIONAL, INC.",,14.0,20.0,  Tyler ST,Boston,MA,2111,"['42.350861', '-71.060487']",42.350861,-71.060487
374,LB-98799,TRUSTEES OF BOSTON UNIVERSITY,,NONE,In whole of said of building.,12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CLBAL,Clb. All Alc.,,1:00 AM,1:30 AM,280,TRUSTEES OF BOSTON UNIVERSITY,,225.0,,  Bay State RD,Boston,MA,2215,"['42.350867', '-71.103634']",42.350867,-71.103634
375,LB-98782,TRUSTEES OF BOSTON UNIVERSITY,,NONE,In whole of said building except basement.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CLBAL,Clb. All Alc.,,2:00 AM,2:30 AM,4612,TRUSTEES OF BOSTON UNIVERSITY,(617)353-2748,775.0,, Commonwealth Av,Boston,MA,2215,"['42.350873', '-71.108963']",42.350873,-71.108963
376,LB-99163,"PAPA RAZZI TRATTORIA OF NEWBURY, INC.",PAPA RAZZI,1) ALCOHOL SERVICE WITH FOOD ONLY;2) OUTDOOR PATIO TO CLOSE AT 10:00 P.M.;3) 10:00 A.M. OPENING ON SUNDAYS FOR ALCOHOL SERVICE WITH BRUNCH; AND 4) PATIO CONDITION: ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,2 FLOORS; LOWER LEVEL - KITCHEN  SERVICE BAR  DINING ROOM  OUTDOOR DINING  STORAGE  BAR  RESTROOMS  MAIN ENTRANCE/EXIT  EMPLOYEE ENTRANCE/EXIT & 2 EMERGENCY ENTRANCES/EXITS.  MAIN LEVEL - DINING ROOM  BAR  RESTROOMS  2 EMERGENCY ENTRANCES/EXITS WITH AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOB,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,198,"PAPA RAZZI TRATTORIA OF NEWBURY, INC.",,157.0,159.0,  Newbury ST,Boston,MA,2116,"['42.35089', '-71.07854']",42.35089,-71.07854
377,LB-101580,"ST. ENTERTAINMENT GROUP, INC.",TUNNEL,THE BOARD PERMITS BOTTLE SERVICE.,ON LOWER LEVEL IN ONE ROOM: BAR  SEATING AREA  RESTROOMS.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,GOPAL,GOP All Alc.,,2:00 AM,2:30 AM,200,"ST. ENTERTAINMENT GROUP, INC.",,100.0,, Stuart St,Boston,MA,2116,"['42.350916', '-71.065256']",42.350916,-71.065256
378,LB-101671,"WESTERN HOST, INC.",W BOSTON HOTEL AND RESIDENCES,NONE,IN WHOLE OF SAID BUILDING  SPECIFICALLY EXCLUDING BAR/LOUNGE ON FLOOR B1. MANAGEMENT AGREEMENT.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNALR,Inn. All Alc. Restrict.,,2:00 AM,,0,"WESTERN HOST, INC.",,100.0,, Stuart St,Boston,MA,2116,"['42.350916', '-71.065256']",42.350916,-71.065256
379,LB-99572,"Y&Y ENTERPRISES, INC.",THAI BASIL RESTAURANT,,IN TWO ROOMS IN THE BASEMENT WITH KITCHEN AND STORAGE IN REAR.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,11:00 PM,11:30 PM,62,"Y&Y ENTERPRISES, INC.",,132.0,,  Newbury ST,Boston,MA,2116,"['42.35092', '-71.07668']",42.35092,-71.07668
380,LB-99328,"ATLANTIC BEER GARDEN, INC.",ATLANTIC BEER GARDEN,9:00 A.M. OPENING ON SUNDAY FOR THE SERVICE OF FOOD WITH ALCOHOL SERVICE TO BEGIN AT 11:00 A.M. WITH BRUNCH.,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR AND TO INCLUDE AN OUTDOOR SEASONAL ROOF DECK FROM APRIL - OCTOBER ON PRIVATE PROPERTY FOR 120 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 2:00 A.M. AND TO INCLUDE 2 ADDITIONAL PATIOS: AN OUTDOOR DECK FOR SEATING ONLY IN THE REAR OF THE LI,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,228,"ATLANTIC BEER GARDEN, INC.",,146.0,,  Northern AV,Boston,MA,2210,"['42.350933', '-71.04298']",42.350933,-71.04298
